lr-AdamW,step,train_loss,epoch,val_loss_step,val_loss_epoch
0.0005,0,,,,
,0,6.5552849769592285,0,,
,1,7.684754371643066,0,,
,2,6.029788017272949,0,,
,3,5.659176826477051,0,,
,4,5.489285945892334,0,,
,5,5.441660404205322,0,,
,6,5.276880741119385,0,,
,7,5.116180896759033,0,,
,8,5.136866569519043,0,,
,9,5.015313148498535,0,,
,10,5.075964450836182,0,,
,11,4.881575107574463,0,,
,12,4.7448296546936035,0,,
,13,4.7332048416137695,0,,
,14,4.615108489990234,0,,
,15,4.49948787689209,0,,
,16,4.44074821472168,0,,
,17,4.426433563232422,0,,
,18,4.29067325592041,0,,
,19,4.264810562133789,0,,
,20,4.20890998840332,0,,
,21,4.11262845993042,0,,
,22,4.109755516052246,0,,
,23,4.145648002624512,0,,
,0,,,5.1956467628479,
,1,,,5.001358985900879,
,2,,,5.129987716674805,
,3,,,5.065209865570068,
,4,,,5.04311466217041,
,5,,,5.162478446960449,
,6,,,5.008330821990967,
,7,,,4.695235252380371,
,23,,0,,5.057387828826904
0.0004999996977434274,24,,,,
,24,4.145954608917236,1,,
,25,3.9838857650756836,1,,
,26,3.840214252471924,1,,
,27,3.7363882064819336,1,,
,28,3.7400898933410645,1,,
,29,3.599813938140869,1,,
,30,3.643437385559082,1,,
,31,3.5517001152038574,1,,
,32,3.4759347438812256,1,,
,33,3.438129425048828,1,,
,34,3.296750068664551,1,,
,35,3.3713457584381104,1,,
,36,3.2257637977600098,1,,
,37,3.248028039932251,1,,
,38,3.1903858184814453,1,,
,39,3.0557923316955566,1,,
,40,3.0321621894836426,1,,
,41,2.9164621829986572,1,,
,42,2.820425510406494,1,,
,43,2.7793047428131104,1,,
,44,2.704061508178711,1,,
,45,2.617753505706787,1,,
,46,2.562764883041382,1,,
,47,2.4767630100250244,1,,
,8,,,4.52984619140625,
,9,,,4.64525032043457,
,10,,,4.849265098571777,
,11,,,4.797669887542725,
,12,,,4.226954460144043,
,13,,,4.309815406799316,
,14,,,4.024962902069092,
,15,,,3.6017284393310547,
,47,,1,,4.417606830596924
0.0004999987909744553,48,,,,
,48,2.425630569458008,2,,
,49,2.3790760040283203,2,,
,50,2.1995668411254883,2,,
,51,2.1851906776428223,2,,
,52,2.0940747261047363,2,,
,53,2.1259570121765137,2,,
,54,2.0274691581726074,2,,
,55,1.9889920949935913,2,,
,56,1.8314342498779297,2,,
,57,1.8186612129211426,2,,
,58,1.673065185546875,2,,
,59,1.6449875831604004,2,,
,60,1.625988245010376,2,,
,61,1.564068078994751,2,,
,62,1.478959560394287,2,,
,63,1.5393948554992676,2,,
,64,1.3779942989349365,2,,
,65,1.4643827676773071,2,,
,66,1.4481182098388672,2,,
,67,1.489802598953247,2,,
,68,1.490484595298767,2,,
,69,1.507702350616455,2,,
,70,1.2555577754974365,2,,
,71,1.279862642288208,2,,
,16,,,3.0700700283050537,
,17,,,3.1722168922424316,
,18,,,3.5521082878112793,
,19,,,3.2707266807556152,
,20,,,3.0713865756988525,
,21,,,2.9359264373779297,
,22,,,2.8577380180358887,
,23,,,2.502277135848999,
,71,,2,,3.085827350616455
0.0004999972796953211,72,,,,
,72,1.3652338981628418,3,,
,73,1.1620774269104004,3,,
,74,1.217000126838684,3,,
,75,1.2027010917663574,3,,
,76,1.1050664186477661,3,,
,77,1.0695704221725464,3,,
,78,1.0960298776626587,3,,
,79,1.0098539590835571,3,,
,80,1.0209426879882812,3,,
,81,0.9997477531433105,3,,
,82,0.895961582660675,3,,
,83,0.9699232578277588,3,,
,84,0.9550333023071289,3,,
,85,0.8970635533332825,3,,
,86,0.9023911356925964,3,,
,87,0.943076491355896,3,,
,88,0.8598499298095703,3,,
,89,0.8888591527938843,3,,
,90,0.8111988306045532,3,,
,91,0.8209913969039917,3,,
,92,0.7227910757064819,3,,
,93,0.733292818069458,3,,
,94,0.7432056665420532,3,,
,95,0.711329996585846,3,,
,24,,,1.206845998764038,
,25,,,1.2636134624481201,
,26,,,1.286838173866272,
,27,,,1.176797866821289,
,28,,,1.1564514636993408,
,29,,,1.2055048942565918,
,30,,,1.0294153690338135,
,31,,,1.000541090965271,
,95,,3,,1.17526376247406
0.0004999951639097536,96,,,,
,96,0.7391049861907959,4,,
,97,0.6652952432632446,4,,
,98,0.6072235107421875,4,,
,99,0.6722356081008911,4,,
,100,0.6431125402450562,4,,
,101,0.6012194156646729,4,,
,102,0.6294429302215576,4,,
,103,0.6020449995994568,4,,
,104,0.567280650138855,4,,
,105,0.5766161680221558,4,,
,106,0.5532505512237549,4,,
,107,0.5848239660263062,4,,
,108,0.5690317749977112,4,,
,109,0.5450044870376587,4,,
,110,0.5333817005157471,4,,
,111,0.5116122961044312,4,,
,112,0.49695658683776855,4,,
,113,0.5245219469070435,4,,
,114,0.4965965747833252,4,,
,115,0.4959906339645386,4,,
,116,0.46198397874832153,4,,
,117,0.4815053939819336,4,,
,118,0.4424363970756531,4,,
,119,0.42913883924484253,4,,
,32,,,0.7398475408554077,
,33,,,0.812584638595581,
,34,,,0.8829047679901123,
,35,,,0.7733673453330994,
,36,,,0.6942605972290039,
,37,,,0.6889240741729736,
,38,,,0.6151179671287537,
,39,,,0.601900577545166,
,119,,4,,0.7332654595375061
0.0004999924436229736,120,,,,
,120,0.4130175709724426,5,,
,121,0.44832608103752136,5,,
,122,0.40600982308387756,5,,
,123,0.3976459503173828,5,,
,124,0.385826051235199,5,,
,125,0.4288094639778137,5,,
,126,0.4120014011859894,5,,
,127,0.3788371682167053,5,,
,128,0.39699915051460266,5,,
,129,0.37744730710983276,5,,
,130,0.37699761986732483,5,,
,131,0.3539365828037262,5,,
,132,0.35395896434783936,5,,
,133,0.34102070331573486,5,,
,134,0.33816447854042053,5,,
,135,0.34199243783950806,5,,
,136,0.37449389696121216,5,,
,137,0.330405592918396,5,,
,138,0.37273669242858887,5,,
,139,0.33491677045822144,5,,
,140,0.37550655007362366,5,,
,141,0.3347172141075134,5,,
,142,0.3682185411453247,5,,
,143,0.3071692883968353,5,,
,40,,,0.5382792949676514,
,41,,,0.5386051535606384,
,42,,,0.578493595123291,
,43,,,0.4227946996688843,
,44,,,0.5417231917381287,
,45,,,0.5888463854789734,
,46,,,0.6004077196121216,
,47,,,0.5462228059768677,
,143,,5,,0.544317901134491
0.0004999891188416928,144,,,,
,144,0.30408725142478943,6,,
,145,0.29821091890335083,6,,
,146,0.3145575523376465,6,,
,147,0.29387325048446655,6,,
,148,0.29959267377853394,6,,
,149,0.313240647315979,6,,
,150,0.24343493580818176,6,,
,151,0.30023902654647827,6,,
,152,0.3036762475967407,6,,
,153,0.2943671941757202,6,,
,154,0.27149248123168945,6,,
,155,0.29660850763320923,6,,
,156,0.2507241666316986,6,,
,157,0.26389575004577637,6,,
,158,0.29441171884536743,6,,
,159,0.2660587430000305,6,,
,160,0.29152464866638184,6,,
,161,0.26830601692199707,6,,
,162,0.2460557073354721,6,,
,163,0.27218443155288696,6,,
,164,0.23363256454467773,6,,
,165,0.27533620595932007,6,,
,166,0.2589806318283081,6,,
,167,0.25949710607528687,6,,
,48,,,0.524718165397644,
,49,,,0.4265367388725281,
,50,,,0.4117358326911926,
,51,,,0.36749356985092163,
,52,,,0.5444790124893188,
,53,,,0.5303332805633545,
,54,,,0.48285409808158875,
,55,,,0.5068368315696716,
,167,,6,,0.47250422835350037
0.000499985189574115,168,,,,
,168,0.22290149331092834,7,,
,169,0.2736279368400574,7,,
,170,0.25692036747932434,7,,
,171,0.26976141333580017,7,,
,172,0.24938511848449707,7,,
,173,0.23141279816627502,7,,
,174,0.24412666261196136,7,,
,175,0.2155846506357193,7,,
,176,0.20835238695144653,7,,
,177,0.20833775401115417,7,,
,178,0.21587365865707397,7,,
,179,0.21731922030448914,7,,
,180,0.21781931817531586,7,,
,181,0.20882341265678406,7,,
,182,0.21520072221755981,7,,
,183,0.20725275576114655,7,,
,184,0.22990450263023376,7,,
,185,0.1762176752090454,7,,
,186,0.19959338009357452,7,,
,187,0.2186199128627777,7,,
,188,0.2103886604309082,7,,
,189,0.20150291919708252,7,,
,190,0.1741652935743332,7,,
,191,0.18959221243858337,7,,
,56,,,0.4158202111721039,
,57,,,0.3721838593482971,
,58,,,0.3704249858856201,
,59,,,0.27749499678611755,
,60,,,0.41751477122306824,
,61,,,0.4075012803077698,
,62,,,0.38377583026885986,
,63,,,0.3881714642047882,
,191,,7,,0.3785892426967621
0.0004999806558299351,192,,,,
,192,0.18031376600265503,8,,
,193,0.21538656949996948,8,,
,194,0.16760411858558655,8,,
,195,0.15852271020412445,8,,
,196,0.17356088757514954,8,,
,197,0.19343829154968262,8,,
,198,0.1650582253932953,8,,
,199,0.16238535940647125,8,,
,200,0.1719360202550888,8,,
,201,0.19864672422409058,8,,
,202,0.17099836468696594,8,,
,203,0.19466862082481384,8,,
,204,0.14451611042022705,8,,
,205,0.17790508270263672,8,,
,206,0.14811712503433228,8,,
,207,0.186201274394989,8,,
,208,0.15050791203975677,8,,
,209,0.1509058177471161,8,,
,210,0.17379067838191986,8,,
,211,0.15386798977851868,8,,
,212,0.1530454456806183,8,,
,213,0.13979490101337433,8,,
,214,0.14112649857997894,8,,
,215,0.16325992345809937,8,,
,64,,,0.3510403037071228,
,65,,,0.32553696632385254,
,66,,,0.286062628030777,
,67,,,0.23323331773281097,
,68,,,0.3856527507305145,
,69,,,0.38272327184677124,
,70,,,0.39720767736434937,
,71,,,0.38580894470214844,
,215,,8,,0.3409668505191803
0.0004999755176203398,216,,,,
,216,0.14542368054389954,9,,
,217,0.14009341597557068,9,,
,218,0.13151612877845764,9,,
,219,0.1494097113609314,9,,
,220,0.14773723483085632,9,,
,221,0.13358524441719055,9,,
,222,0.12696059048175812,9,,
,223,0.13677529990673065,9,,
,224,0.134670689702034,9,,
,225,0.11966682970523834,9,,
,226,0.12864431738853455,9,,
,227,0.13649694621562958,9,,
,228,0.15288178622722626,9,,
,229,0.1430467963218689,9,,
,230,0.1113671362400055,9,,
,231,0.11986111104488373,9,,
,232,0.12862807512283325,9,,
,233,0.1303686499595642,9,,
,234,0.12675319612026215,9,,
,235,0.141588032245636,9,,
,236,0.13227833807468414,9,,
,237,0.10802881419658661,9,,
,238,0.11919356137514114,9,,
,239,0.1240122839808464,9,,
,72,,,0.32811248302459717,
,73,,,0.27208760380744934,
,74,,,0.28864699602127075,
,75,,,0.20196883380413055,
,76,,,0.3530777394771576,
,77,,,0.31335529685020447,
,78,,,0.31535404920578003,
,79,,,0.3227827847003937,
,239,,9,,0.2980782091617584
0.000499969774958007,240,,,,
,240,0.12316986918449402,10,,
,241,0.12846191227436066,10,,
,242,0.1180386021733284,10,,
,243,0.10622607916593552,10,,
,244,0.11857515573501587,10,,
,245,0.11320178210735321,10,,
,246,0.10111936926841736,10,,
,247,0.11894339323043823,10,,
,248,0.13025838136672974,10,,
,249,0.09915390610694885,10,,
,250,0.12743975222110748,10,,
,251,0.10245653986930847,10,,
,252,0.11929577589035034,10,,
,253,0.13016200065612793,10,,
,254,0.11251099407672882,10,,
,255,0.11689597368240356,10,,
,256,0.12047427892684937,10,,
,257,0.11794485151767731,10,,
,258,0.1313624083995819,10,,
,259,0.11223560571670532,10,,
,260,0.10983934998512268,10,,
,261,0.11220742762088776,10,,
,262,0.10780137777328491,10,,
,263,0.11476463079452515,10,,
,80,,,0.26062485575675964,
,81,,,0.2626401484012604,
,82,,,0.27626657485961914,
,83,,,0.18931692838668823,
,84,,,0.31481611728668213,
,85,,,0.28971949219703674,
,86,,,0.3004615902900696,
,87,,,0.32629963755607605,
,263,,10,,0.2747093737125397
0.0004999634278571063,264,,,,
,264,0.11566629260778427,11,,
,265,0.12494750320911407,11,,
,266,0.12854894995689392,11,,
,267,0.10883965343236923,11,,
,268,0.13001541793346405,11,,
,269,0.1110980212688446,11,,
,270,0.11089619249105453,11,,
,271,0.10840730369091034,11,,
,272,0.1004628837108612,11,,
,273,0.12100419402122498,11,,
,274,0.11862052977085114,11,,
,275,0.11528824269771576,11,,
,276,0.10849925130605698,11,,
,277,0.10694397985935211,11,,
,278,0.10166454315185547,11,,
,279,0.09768059849739075,11,,
,280,0.10494684427976608,11,,
,281,0.09677039086818695,11,,
,282,0.10528074204921722,11,,
,283,0.10415934026241302,11,,
,284,0.10144022107124329,11,,
,285,0.098091259598732,11,,
,286,0.10968361794948578,11,,
,287,0.10589876025915146,11,,
,88,,,0.2613998055458069,
,89,,,0.24806955456733704,
,90,,,0.2171090692281723,
,91,,,0.14672845602035522,
,92,,,0.28013551235198975,
,93,,,0.28790873289108276,
,94,,,0.26393797993659973,
,95,,,0.3171877861022949,
,287,,11,,0.24910275638103485
0.0004999564763332983,288,,,,
,288,0.08659528195858002,12,,
,289,0.10329065471887589,12,,
,290,0.10352720320224762,12,,
,291,0.09340598434209824,12,,
,292,0.0896814689040184,12,,
,293,0.09396043419837952,12,,
,294,0.09899380803108215,12,,
,295,0.0842084214091301,12,,
,296,0.09057461470365524,12,,
,297,0.10948247462511063,12,,
,298,0.09493263065814972,12,,
,299,0.08675120770931244,12,,
,300,0.10494054108858109,12,,
,301,0.10176239162683487,12,,
,302,0.09491264820098877,12,,
,303,0.11921581625938416,12,,
,304,0.09008625894784927,12,,
,305,0.08994700014591217,12,,
,306,0.10372094064950943,12,,
,307,0.10218450427055359,12,,
,308,0.09680923819541931,12,,
,309,0.09273937344551086,12,,
,310,0.087638720870018,12,,
,311,0.09010255336761475,12,,
,96,,,0.25551193952560425,
,97,,,0.22211560606956482,
,98,,,0.19689053297042847,
,99,,,0.13829447329044342,
,100,,,0.2624092698097229,
,101,,,0.2747722864151001,
,102,,,0.2650814354419708,
,103,,,0.273768812417984,
,311,,12,,0.23393692076206207
0.0004999489204037355,312,,,,
