lr-AdamW,step,val_accuracy_NORMAL,val_accuracy_AMD,val_accuracy_DME,val_loss,epoch,train_accuracy_NORMAL,train_accuracy_AMD,train_accuracy_DME,train_loss,test_accuracy_NORMAL,test_accuracy_AMD,test_accuracy_DME,test_loss
0.001,0,,,,,,,,,,,,,
,185,0.5016987323760986,0.5721682906150818,0.8209036588668823,0.4939817786216736,0,,,,,,,,
,185,,,,,0,0.48904702067375183,0.5612620115280151,0.7243288159370422,{'loss': 0.8512953519821167},,,,
0.001,186,,,,,,,,,,,,,
,371,0.5334088206291199,0.6343042254447937,0.7996733784675598,0.46556901931762695,1,,,,,,,,
,371,,,,,1,0.5297809839248657,0.6211971044540405,0.7477016448974609,{'loss': 0.7465301752090454},,,,
0.001,372,,,,,,,,,,,,,
,557,0.5549263954162598,0.6084142327308655,0.7729994654655457,0.5594877004623413,2,,,,,,,,
,557,,,,,2,0.544287919998169,0.6335834860801697,0.7498955726623535,{'loss': 0.8090323209762573},,,,
0.001,558,,,,,,,,,,,,,
,743,0.4733861982822418,0.6880258917808533,0.8209036588668823,0.44953906536102295,3,,,,,,,,
,743,,,,,3,0.5504881739616394,0.6351542472839355,0.7484329342842102,{'loss': 0.8110766410827637},,,,
0.001,744,,,,,,,,,,,,,
,929,0.7095130085945129,0.5119740962982178,0.7452368140220642,0.57425856590271,4,,,,,,,,
,929,,,,,4,0.5546101331710815,0.6423212885856628,0.7531856894493103,{'loss': 0.734917163848877},,,,
0.001,930,,,,,,,,,,,,,
,1115,0.4654586613178253,0.7067961096763611,0.819814920425415,0.4364710748195648,5,,,,,,,,
,1115,,,,,5,0.5600501894950867,0.6394394040107727,0.7500783205032349,{'loss': 0.8332202434539795},,,,
0.001,1116,,,,,,,,,,,,,
,1301,0.6398640871047974,0.5896440148353577,0.7615677714347839,0.5644322633743286,6,,,,,,,,
,1301,,,,,6,0.561724066734314,0.6536447405815125,0.7556924819946289,{'loss': 0.7531499862670898},,,,
0.001,1302,,,,,,,,,,,,,
,1487,0.6206115484237671,0.5818769931793213,0.7784430980682373,0.5131908059120178,7,,,,,,,,
,1487,,,,,7,0.5680993795394897,0.6398245096206665,0.7488512992858887,{'loss': 0.7631977796554565},,,,
0.001,1488,,,,,,,,,,,,,
,1673,0.6070215106010437,0.6401294469833374,0.7664670944213867,0.5604053735733032,8,,,,,,,,
,1673,,,,,8,0.5702133774757385,0.6456681489944458,0.7546223998069763,{'loss': 0.7888214588165283},,,,
0.001,1674,,,,,,,,,,,,,
,1859,0.5968289971351624,0.5359223484992981,0.802395224571228,0.4706721305847168,9,,,,,,,,
,1859,,,,,9,0.5767298936843872,0.6525555849075317,0.7533674240112305,{'loss': 0.7381483316421509},,,,
0.001,1860,,,,,,,,,,,,,
,2045,0.5758776664733887,0.6135922074317932,0.796407163143158,0.47497469186782837,10,,,,,,,,
,2045,,,,,10,0.5719866156578064,0.6501556634902954,0.7529768347740173,{'loss': 0.712527871131897},,,,
0.001,2046,,,,,,,,,,,,,
,2231,0.7072480320930481,0.47637540102005005,0.7642896175384521,0.5197755694389343,11,,,,,,,,
,2231,,,,,11,0.5747383236885071,0.651528000831604,0.75154048204422,{'loss': 0.694909393787384},,,,
0.001,2232,,,,,,,,,,,,,
,2417,0.42525482177734375,0.6964401006698608,0.8415895700454712,0.4095674157142639,12,,,,,,,,
,2417,,,,,12,0.5788813233375549,0.6494903564453125,0.7548825144767761,{'loss': 0.8858462572097778},,,,
0.001,2418,,,,,,,,,,,,,
,2603,0.6670441627502441,0.5592232942581177,0.7593902945518494,0.5312825441360474,13,,,,,,,,
,2603,,,,,13,0.5724850296974182,0.6579394340515137,0.7572845816612244,{'loss': 0.7139406800270081},,,,
0.001,2604,,,,,,,,,,,,,
,2789,0.6845979690551758,0.5663430690765381,0.7572128176689148,0.5398693680763245,14,,,,,,,,
,2789,,,,,14,0.58281010389328,0.6473751068115234,0.7551702260971069,{'loss': 0.8948003053665161},,,,
0.001,2790,,,,,,,,,,,,,
,2975,0.6534541249275208,0.6213592290878296,0.7338051199913025,0.5957992076873779,15,,,,,,,,
,2975,,,,,15,0.5740792155265808,0.6546844244003296,0.7576770186424255,{'loss': 0.6759525537490845},,,,
0.001,2976,,,,,,,,,,,,,
,3161,0.45186862349510193,0.7177993655204773,0.8100163340568542,0.47961148619651794,16,,,,,,,,
,3161,,,,,16,0.5812526345252991,0.651287853717804,0.7578606605529785,{'loss': 0.7863649725914001},,,,
0.001,3162,,,,,,,,,,,,,
,3347,0.7089467644691467,0.48220065236091614,0.7632008790969849,0.5234076976776123,17,,,,,,,,
,3347,,,,,17,0.5830309987068176,0.6581740975379944,0.7549337148666382,{'loss': 0.7703938484191895},,,,
0.001,3348,,,,,,,,,,,,,
,3533,0.5050962567329407,0.6880258917808533,0.8121938109397888,0.44997358322143555,18,,,,,,,,
,3533,,,,,18,0.5823915004730225,0.6543087363243103,0.7561103105545044,{'loss': 0.7180675268173218},,,,
0.001,3534,,,,,,,,,,,,,
,3719,0.5232163071632385,0.6873786449432373,0.7953184247016907,0.49303150177001953,19,,,,,,,,
,3719,,,,,19,0.5938066840171814,0.6578463315963745,0.7586711049079895,{'loss': 0.8010023236274719},,,,
0.001,3720,,,,,,,,,,,,,
,3905,0.7157418131828308,0.3754045367240906,0.7953184247016907,0.4329470098018646,20,,,,,,,,
,3905,,,,,20,0.5902622938156128,0.656519889831543,0.7599456906318665,{'loss': 0.7650294303894043},,,,
0.001,3906,,,,,,,,,,,,,
,4091,0.6223102807998657,0.6297734379768372,0.7588459253311157,0.5662240386009216,21,,,,,,,,
,4091,,,,,21,0.5909914970397949,0.6589750647544861,0.7543089985847473,{'loss': 0.6740218997001648},,,,
0.001,4092,,,,,,,,,,,,,
,4277,0.6766704320907593,0.5948219895362854,0.7359825968742371,0.5689963102340698,22,,,,,,,,
,4277,,,,,22,0.5881942510604858,0.657417893409729,0.7577782273292542,{'loss': 0.7222593426704407},,,,
