lr-AdamW,step,val_accuracy_NORMAL,val_precision_NORMAL,val_accuracy_AMD,val_precision_AMD,val_accuracy_DME,val_precision_DME,val_f1,val_auc,val_loss,epoch,train_accuracy_NORMAL,train_precision_NORMAL,train_accuracy_AMD,train_precision_AMD,train_accuracy_DME,train_precision_DME,train_f1,train_auc,train_loss,test_accuracy_NORMAL,test_precision_NORMAL,test_accuracy_AMD,test_precision_AMD,test_accuracy_DME,test_precision_DME,test_f1,test_auc,test_loss
0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,0.9886650443077087,0.6826086640357971,0.0,0.0,0.589820384979248,0.9036697745323181,0.717836320400238,0.6537145972251892,3.0987343788146973,0,,,,,,,,,,,,,,,,,,
,22,,,,,,,,,,0,0.9373169541358948,0.7024475336074829,0.030478954315185547,0.23247231543064117,0.6480388641357422,0.7798662781715393,0.7073708772659302,0.6645445227622986,{'loss': 0.5561395883560181},,,,,,,,,
0.001,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45,0.9798488616943359,0.8155136108398438,0.2291666567325592,0.9821428656578064,0.8802395462989807,0.8212290406227112,0.8238304853439331,0.7866420745849609,0.22905388474464417,1,,,,,,,,,,,,,,,,,,
,45,,,,,,,,,,1,0.934508204460144,0.8127713799476624,0.4444444477558136,0.6576125621795654,0.7683010697364807,0.8735767006874084,0.807489812374115,0.7944056987762451,{'loss': 0.4296134412288666},,,,,,,,,
0.001,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,68,0.673803448677063,0.9674502015113831,0.9583333730697632,0.4527558982372284,0.8982037305831909,0.9771986603736877,0.778508722782135,0.8742929100990295,0.2960997521877289,2,,,,,,,,,,,,,,,,,,
,68,,,,,,,,,,2,0.9499634504318237,0.8571428656578064,0.6044273376464844,0.8051281571388245,0.841484546661377,0.9110026359558105,0.862432062625885,0.8533969521522522,{'loss': 0.3942781686782837},,,,,,,,,
0.001,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,0.3476070761680603,0.9892473220825195,0.5,0.9836064577102661,0.9970059990882874,0.3443639874458313,0.5328946709632874,0.7040767669677734,0.04142078012228012,3,,,,,,,,,,,,,,,,,,
,91,,,,,,,,,,3,0.9490604996681213,0.8857378363609314,0.6972169280052185,0.8452588319778442,0.8819445371627808,0.9209571480751038,0.8880773782730103,0.8847102522850037,{'loss': 0.2984229326248169},,,,,,,,,
0.001,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,0.738035261631012,0.9638157486915588,0.46666666865348816,1.0,1.0,0.5154321193695068,0.7543859481811523,0.81045001745224,0.03548330068588257,4,,,,,,,,,,,,,,,,,,
,114,,,,,,,,,,4,0.9599060416221619,0.8992844820022583,0.7238049507141113,0.8710051774978638,0.9071131944656372,0.9425906538963318,0.905400812625885,0.90042644739151,{'loss': 0.2612510621547699},,,,,,,,,
0.001,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,137,0.9937028288841248,0.9017142653465271,0.8041667342185974,0.9897436499595642,0.8772454857826233,0.9832214713096619,0.93201744556427,0.9197801947593689,0.3206607699394226,5,,,,,,,,,,,,,,,,,,
,137,,,,,,,,,,5,0.9623056054115295,0.9068417549133301,0.7444444298744202,0.8836008310317993,0.9165511727333069,0.9463711380958557,0.9127888083457947,0.9082612991333008,{'loss': 0.2787347137928009},,,,,,,,,
0.001,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,0.9886650443077087,0.9075145125389099,0.7791666388511658,0.9894179701805115,0.910179615020752,0.9681529402732849,0.9327486753463745,0.9211989641189575,0.25056591629981995,6,,,,,,,,,,,,,,,,,,
,160,,,,,,,,,,6,0.9660792946815491,0.9040813446044922,0.7312139272689819,0.8877192139625549,0.9190311431884766,0.9523125886917114,0.9131283760070801,0.9068345427513123,{'loss': 0.2260982245206833},,,,,,,,,
0.001,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,0.8866499662399292,0.9737206101417542,0.8583334684371948,0.9279279112815857,0.9820359945297241,0.7754136323928833,0.9049707055091858,0.9313096404075623,0.042883843183517456,7,,,,,,,,,,,,,,,,,,
,183,,,,,,,,,,7,0.9651675224304199,0.9236287474632263,0.790585994720459,0.9014238715171814,0.9380622506141663,0.9545774459838867,0.9276494383811951,0.9252533316612244,{'loss': 0.22796620428562164},,,,,,,,,
0.001,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,206,0.9319897890090942,0.9660573601722717,0.9458332657814026,0.7992958426475525,0.9251497983932495,0.9716981649398804,0.9327486753463745,0.9497400522232056,0.26018431782722473,8,,,,,,,,,,,,,,,,,,
,206,,,,,,,,,,8,0.9700747728347778,0.9260607361793518,0.8010622262954712,0.9150580167770386,0.9418282508850098,0.9638553857803345,0.9334239363670349,0.9298581480979919,{'loss': 0.17489473521709442},,,,,,,,,
0.001,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
