lr-AdamW,step,val_accuracy_NORMAL,val_accuracy_AMD,val_accuracy_DME,val_loss,epoch,train_accuracy_NORMAL,train_accuracy_AMD,train_accuracy_DME,train_loss,test_accuracy_NORMAL,test_accuracy_AMD,test_accuracy_DME,test_loss
0.001,0,,,,,,,,,,,,,
,145,0.8646811842918396,0.06867671757936478,0.5079129338264465,0.7090705633163452,0,,,,,,,,
,145,,,,,0,0.8692007064819336,0.10385975241661072,0.49193117022514343,{'loss': 0.753803014755249},,,,
0.001,146,,,,,,,,,,,,,
,291,0.8578852415084839,0.14517030119895935,0.5153313279151917,0.696955680847168,1,,,,,,,,
,291,,,,,1,0.884488582611084,0.16005896031856537,0.5810796618461609,{'loss': 0.758470892906189},,,,
0.001,292,,,,,,,,,,,,,
,437,0.8620827794075012,0.13958682119846344,0.5336300730705261,0.619695782661438,2,,,,,,,,
,437,,,,,2,0.8860330581665039,0.19190581142902374,0.5960590839385986,{'loss': 0.6520730257034302},,,,
0.001,438,,,,,,,,,,,,,
,583,0.905656635761261,0.08040200918912888,0.49159249663352966,0.7033413648605347,3,,,,,,,,
,583,,,,,3,0.8865595459938049,0.2141595482826233,0.6127204895019531,{'loss': 0.6295721530914307},,,,
0.001,584,,,,,,,,,,,,,
,729,0.9004597067832947,0.08319374918937683,0.523244321346283,0.620716392993927,4,,,,,,,,
,729,,,,,4,0.8831566572189331,0.23423026502132416,0.618502676486969,{'loss': 0.8427209258079529},,,,
0.001,730,,,,,,,,,,,,,
,875,0.9090545773506165,0.11390284448862076,0.4871414303779602,0.7202710509300232,5,,,,,,,,
,875,,,,,5,0.8815107941627502,0.2503311336040497,0.6190221309661865,{'loss': 0.7015344500541687},,,,
0.001,876,,,,,,,,,,,,,
,1021,0.8522886037826538,0.24678950011730194,0.5311572551727295,0.6669027805328369,6,,,,,,,,
,1021,,,,,6,0.8766536712646484,0.2600559890270233,0.6251604557037354,{'loss': 0.7614801526069641},,,,
0.001,1022,,,,,,,,,,,,,
