lr-Adam/pg1,lr-Adam/pg2,step,train_loss,train_acc_top1,train_acc_top5,train_acc_mean_pos,epoch
0.0,0.0,0,,,,,
,,0,7.501137733459473,0.010138888843357563,0.028750000521540642,382.5865173339844,0
,,1,7.571920394897461,0.010694444179534912,0.02708333171904087,391.3947448730469,0
,,2,7.554403305053711,0.015416666865348816,0.03263888880610466,387.5502624511719,0
,,3,7.480376720428467,0.01527777872979641,0.03555555269122124,377.6834716796875,0
,,4,7.549288749694824,0.01111111231148243,0.02819444239139557,386.16278076171875,0
,,5,7.605401515960693,0.011527777649462223,0.029722221195697784,394.30084228515625,0
,,6,7.521633625030518,0.012916667386889458,0.028888888657093048,383.08319091796875,0
,,7,7.564387321472168,0.012777778320014477,0.030000001192092896,387.18414306640625,0
,,8,7.489185333251953,0.01541666779667139,0.034861110150814056,380.94012451171875,0
,,9,7.598387241363525,0.012361111119389534,0.028194444254040718,393.5504455566406,0
,,10,7.514220714569092,0.014305555261671543,0.031388889998197556,386.1938781738281,0
,,11,7.582468509674072,0.013611110858619213,0.02986111119389534,394.4904479980469,0
0.00011111111111111112,0.00011111111111111112,12,,,,,
,,12,7.612019062042236,0.012361111119389534,0.030972221866250038,397.1568298339844,1
,,13,6.848147869110107,0.01874999888241291,0.042222220450639725,345.06195068359375,1
,,14,6.925728797912598,0.01444444339722395,0.03791666775941849,326.7640380859375,1
,,15,6.756834506988525,0.016388889402151108,0.0416666679084301,293.7790222167969,1
,,16,6.5822672843933105,0.019027777016162872,0.05013888701796532,266.4664306640625,1
,,17,6.303004264831543,0.028888888657093048,0.06750000268220901,219.8416748046875,1
,,18,6.154558181762695,0.02124999836087227,0.06333333253860474,190.06735229492188,1
,,19,6.017653465270996,0.029444444924592972,0.07180555164813995,168.20333862304688,1
,,20,5.968391418457031,0.02499999850988388,0.06958333402872086,159.2001495361328,1
,,21,5.841296672821045,0.02458333410322666,0.07569444924592972,138.27432250976562,1
,,22,5.778351783752441,0.03861111402511597,0.0915277823805809,130.78472900390625,1
,,23,5.734450340270996,0.02847222238779068,0.08277778327465057,124.02958679199219,1
0.00022222222222222223,0.00022222222222222223,24,,,,,
,,24,5.602941989898682,0.03888889029622078,0.10666666179895401,106.22846984863281,2
,,25,5.4935622215271,0.038750000298023224,0.12013889104127884,93.43888854980469,2
,,26,5.374258995056152,0.05444444715976715,0.1388888955116272,82.22014617919922,2
,,27,5.274798393249512,0.055694449692964554,0.15916667878627777,72.50167083740234,2
,,28,5.164553642272949,0.05638888478279114,0.1656944304704666,64.2165298461914,2
,,29,5.095597267150879,0.06458333134651184,0.18013890087604523,59.954166412353516,2
,,30,5.022751808166504,0.06319445371627808,0.1859722137451172,55.285282135009766,2
,,31,4.9018683433532715,0.08347222208976746,0.2199999988079071,47.661529541015625,2
,,32,4.832465648651123,0.08055555820465088,0.21958333253860474,44.198890686035156,2
,,33,4.757028579711914,0.10486112534999847,0.26944446563720703,40.44902420043945,2
,,34,4.71476936340332,0.0962500050663948,0.2616666555404663,38.57013702392578,2
,,35,4.672924518585205,0.09749999642372131,0.2711111307144165,38.04069519042969,2
0.0003333333333333334,0.0003333333333333334,36,,,,,
,,36,4.6046462059021,0.09222222119569778,0.2790277898311615,34.07402801513672,3
,,37,4.491783142089844,0.12222222983837128,0.32249999046325684,29.719722747802734,3
,,38,4.436598300933838,0.13013890385627747,0.33763888478279114,28.231945037841797,3
,,39,4.35450553894043,0.14222222566604614,0.3841666877269745,26.270000457763672,3
