lr-AdamW,step,val_accuracy_NORMAL,val_accuracy_AMD,val_accuracy_DME,val_loss,epoch,train_accuracy_NORMAL,train_accuracy_AMD,train_accuracy_DME,train_loss,test_accuracy_NORMAL,test_accuracy_AMD,test_accuracy_DME,test_loss
0.001,0,,,,,,,,,,,,,
,147,0.7185809016227722,0.6686084270477295,0.9755168557167053,0.8922203779220581,0,,,,,,,,
,147,,,,,0,0.9322089552879333,0.6361832022666931,0.795161783695221,{'loss': 0.22692957520484924},,,,
0.001,148,,,,,,,,,,,,,
,295,0.9731408953666687,0.9067960977554321,0.6909684538841248,0.23493722081184387,1,,,,,,,,
,295,,,,,1,0.9634570479393005,0.8394325971603394,0.9075198769569397,{'loss': 0.22070211172103882},,,,
0.001,296,,,,,,,,,,,,,
,443,0.9673281311988831,0.7766990065574646,0.9417845606803894,0.5970885157585144,2,,,,,,,,
,443,,,,,2,0.9698008894920349,0.8778203725814819,0.9303591847419739,{'loss': 0.17864474654197693},,,,
0.001,444,,,,,,,,,,,,,
,591,0.6622569561004639,0.7042071223258972,0.9891186356544495,0.7086246013641357,3,,,,,,,,
,591,,,,,3,0.9743529558181763,0.8979852199554443,0.9416815042495728,{'loss': 0.1507108062505722},,,,
0.001,592,,,,,,,,,,,,,
,739,0.793144941329956,0.7902912497520447,0.9825897812843323,0.5733610391616821,4,,,,,,,,
,739,,,,,4,0.9753289222717285,0.9135609865188599,0.948696494102478,{'loss': 0.09018546342849731},,,,
0.001,740,,,,,,,,,,,,,
,887,0.8071758151054382,0.8802589178085327,0.9804134964942932,0.25877392292022705,5,,,,,,,,
,887,,,,,5,0.9776816964149475,0.9150595664978027,0.9564534425735474,{'loss': 0.12097165733575821},,,,
0.001,888,,,,,,,,,,,,,
,1035,0.9715374112129211,0.8207119703292847,0.9434167742729187,0.5618005394935608,6,,,,,,,,
,1035,,,,,6,0.9813857078552246,0.9322850108146667,0.9618000984191895,{'loss': 0.15166360139846802},,,,
0.001,1036,,,,,,,,,,,,,
,1183,0.9743435382843018,0.844660222530365,0.9341675639152527,0.3934648633003235,7,,,,,,,,
,1183,,,,,7,0.9789943695068359,0.9301699995994568,0.9609342217445374,{'loss': 0.08209235966205597},,,,
0.001,1184,,,,,,,,,,,,,
,1331,0.9875726699829102,0.8116505146026611,0.9270946383476257,0.8671950697898865,8,,,,,,,,
,1331,,,,,8,0.9840747714042664,0.9432623982429504,0.9726729989051819,{'loss': 0.11890192329883575},,,,
0.001,1332,,,,,,,,,,,,,
,1479,0.9627179503440857,0.9449838399887085,0.873775839805603,0.1363106667995453,9,,,,,,,,
,1479,,,,,9,0.9859015941619873,0.9497801065444946,0.9770920276641846,{'loss': 0.07759767025709152},,,,
0.001,1480,,,,,,,,,,,,,
,1627,0.9829624891281128,0.9106796383857727,0.8280739784240723,0.2900571823120117,10,,,,,,,,
,1627,,,,,10,0.9871734380722046,0.9574649333953857,0.9805256128311157,{'loss': 0.04231814667582512},,,,
0.001,1628,,,,,,,,,,,,,
,1775,0.9540989995002747,0.9061488509178162,0.9602829217910767,0.26803696155548096,11,,,,,,,,
,1775,,,,,11,0.9873155951499939,0.9638298153877258,0.9822027087211609,{'loss': 0.09749391674995422},,,,
0.001,1776,,,,,,,,,,,,,
,1923,0.9771497249603271,0.9035598635673523,0.9113166332244873,0.30473053455352783,12,,,,,,,,
,1923,,,,,12,0.9903227090835571,0.9700496792793274,0.9859774112701416,{'loss': 0.09275232255458832},,,,
0.001,1924,,,,,,,,,,,,,
,2071,0.9789537191390991,0.8705501556396484,0.9254624843597412,0.40051913261413574,13,,,,,,,,
,2071,,,,,13,0.9911691546440125,0.9729000926017761,0.9869123697280884,{'loss': 0.06455691158771515},,,,
0.001,2072,,,,,,,,,,,,,
,2219,0.9841651916503906,0.8860841393470764,0.9129488468170166,0.3149176239967346,14,,,,,,,,
,2219,,,,,14,0.9930950403213501,0.9788562655448914,0.9903684854507446,{'loss': 0.06136588007211685},,,,
0.001,2220,,,,,,,,,,,,,
,2367,0.9871717691421509,0.8964401483535767,0.8694232702255249,0.34968894720077515,15,,,,,,,,
,2367,,,,,15,0.9909334182739258,0.9767507910728455,0.9865926504135132,{'loss': 0.02947639673948288},,,,
0.001,2368,,,,,,,,,,,,,
,2515,0.9753457903862,0.8524271845817566,0.9494014978408813,0.6551965475082397,16,,,,,,,,
,2515,,,,,16,0.9938486218452454,0.9875035285949707,0.9926701784133911,{'loss': 0.05126911401748657},,,,
0.001,2516,,,,,,,,,,,,,
,2663,0.9919823408126831,0.8653721809387207,0.8900979161262512,0.6867073178291321,17,,,,,,,,
,2663,,,,,17,0.9939413666725159,0.9858296513557434,0.9936051964759827,{'loss': 0.005871045868843794},,,,
0.001,2664,,,,,,,,,,,,,
,2811,0.9679294228553772,0.9106796383857727,0.9129488468170166,0.5491877794265747,18,,,,,,,,
,2811,,,,,18,0.9931410551071167,0.9848248362541199,0.9918333292007446,{'loss': 0.06234210729598999},,,,
0.001,2812,,,,,,,,,,,,,
,2959,0.9801563620567322,0.9074433445930481,0.9042437672615051,0.4474985599517822,19,,,,,,,,
,2959,,,,,19,0.9953018426895142,0.9862470030784607,0.9948691129684448,{'loss': 0.00902760773897171},,,,
,2960,,,,,20,,,,,0.9715628623962402,0.9909271597862244,0.9400565028190613,0.06292097270488739
,2960,,,,,20,,,,,0.9627179503440857,0.9449838399887085,0.873775839805603,0.1363106667995453
,2960,,,,,20,,,,,0.9353233575820923,0.9336099624633789,0.6905626058578491,0.09764979034662247
