lr-Adam/pg1,lr-Adam/pg2,step,train_loss,train_acc_top1,train_acc_top5,train_acc_mean_pos,epoch
0.0,0.0,0,,,,,
,,0,7.025152206420898,0.013472221791744232,0.03305555507540703,328.27667236328125,0
,,1,7.040339469909668,0.01666666567325592,0.03611111268401146,332.1954345703125,0
,,2,6.919971942901611,0.015416666865348816,0.03513888642191887,316.8858642578125,0
,,3,7.007667541503906,0.014999999664723873,0.03430555760860443,326.1371154785156,0
,,4,7.07344913482666,0.013055555522441864,0.03305555507540703,335.86431884765625,0
,,5,7.0292253494262695,0.012361111119389534,0.031388889998197556,332.5,0
,,6,7.041233539581299,0.015555556863546371,0.03305555507540703,333.7064208984375,0
,,7,7.069794178009033,0.010000000707805157,0.024861112236976624,337.564453125,0
,,8,7.032547473907471,0.011527778580784798,0.030833333730697632,329.6669616699219,0
,,9,7.071784019470215,0.014583333395421505,0.029305556789040565,336.6767883300781,0
,,10,6.995980262756348,0.014166667126119137,0.03194444626569748,326.1144714355469,0
,,11,6.9286885261535645,0.012638889253139496,0.03125,318.3020935058594,0
0.00011111111111111112,0.00011111111111111112,12,,,,,
,,12,7.025576591491699,0.015694444999098778,0.03402777761220932,332.0897521972656,1
,,13,6.687802791595459,0.014444444328546524,0.04263888671994209,309.306396484375,1
,,14,6.64076566696167,0.024166665971279144,0.05125000327825546,281.4366760253906,1
,,15,6.547285556793213,0.01597222313284874,0.04555555805563927,262.621826171875,1
,,16,6.31132173538208,0.03194444626569748,0.06624999642372131,225.56085205078125,1
,,17,6.223362445831299,0.023333333432674408,0.0612499974668026,209.92140197753906,1
,,18,6.166652202606201,0.033888887614011765,0.0763888955116272,202.67391967773438,1
,,19,6.100100994110107,0.03638888895511627,0.08152777701616287,192.3914031982422,1
,,20,6.007454872131348,0.037361111491918564,0.0845833420753479,173.26820373535156,1
,,21,5.965129375457764,0.03222222253680229,0.08638889342546463,166.8198699951172,1
,,22,5.882922649383545,0.04347222298383713,0.09986111521720886,154.47764587402344,1
