lr-AdamW,step,val_accuracy_NORMAL,val_precision_NORMAL,val_accuracy_AMD,val_precision_AMD,val_accuracy_DME,val_precision_DME,val_f1,val_auc,val_loss,epoch,train_accuracy_NORMAL,train_precision_NORMAL,train_accuracy_AMD,train_precision_AMD,train_accuracy_DME,train_precision_DME,train_f1,train_auc,train_loss,test_accuracy_NORMAL,test_precision_NORMAL,test_accuracy_AMD,test_precision_AMD,test_accuracy_DME,test_precision_DME,test_f1,test_auc,test_loss
0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,0.028301890939474106,0.9375,0.0,0.0,1.0,0.247767835855484,0.25986841320991516,0.5081453919410706,3.340346574783325,0,,,,,,,,,,,,,,,,,,
,15,,,,,,,,,,0,0.9071926474571228,0.6948303580284119,0.06930006295442581,0.2777777910232544,0.6210159659385681,0.7594397068023682,0.689453125,0.6579554080963135,{'loss': 0.5976109504699707},,,,,,,,,
0.001,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,0.9528302550315857,0.7372262477874756,0.0,0.0,0.7117117643356323,0.6960353255271912,0.7269736528396606,0.6822229027748108,3.4386374950408936,1,,,,,,,,,,,,,,,,,,
,31,,,,,,,,,,1,0.9312381148338318,0.81865394115448,0.4570041298866272,0.6492610573768616,0.7849676609039307,0.8839684724807739,0.8118896484375,0.8005990386009216,{'loss': 0.44038039445877075},,,,,,,,,
0.001,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,0.5132074952125549,0.7838616967201233,0.25,0.8888888955116272,0.9414414763450623,0.40192312002182007,0.5712719559669495,0.6751567125320435,0.9647607803344727,2,,,,,,,,,,,,,,,,,,
,47,,,,,,,,,,2,0.9533461332321167,0.8501505851745605,0.565096914768219,0.7846154570579529,0.8354052901268005,0.9130434989929199,0.85595703125,0.8440628051757812,{'loss': 0.3972334861755371},,,,,,,,,
0.001,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,0.9037736654281616,0.8886827826499939,0.7437500357627869,0.7677419185638428,0.8558558821678162,0.8715596199035645,0.8640350699424744,0.876309871673584,0.5016096830368042,3,,,,,,,,,,,,,,,,,,
,63,,,,,,,,,,3,0.9514561891555786,0.8760203123092651,0.6567474007606506,0.8166952729225159,0.8636136651039124,0.9209128618240356,0.8779296875,0.8719061613082886,{'loss': 0.39369773864746094},,,,,,,,,
0.001,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79,0.9320755004882812,0.8606271743774414,0.6937499642372131,0.8283582329750061,0.810810923576355,0.882352888584137,0.8607455492019653,0.8603073358535767,0.5973631739616394,4,,,,,,,,,,,,,,,,,,
,79,,,,,,,,,,4,0.9639163613319397,0.8885430693626404,0.6945982575416565,0.8602057695388794,0.8899950385093689,0.9485411047935486,0.8983154296875,0.8904538750648499,{'loss': 0.316156268119812},,,,,,,,,
0.001,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,0.35094335675239563,0.9162560701370239,0.96875,0.2566225230693817,0.46396395564079285,0.9809523224830627,0.4868421256542206,0.6898636221885681,1.1265180110931396,5,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,5,0.9592827558517456,0.895078718662262,0.6992377638816833,0.8550847768783569,0.9059233665466309,0.9420289993286133,0.900390625,0.8944315314292908,{'loss': 0.3002552092075348},,,,,,,,,
0.001,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,111,0.06226414814591408,0.9428572058677673,0.33750003576278687,0.9000000357627869,0.9909910559654236,0.2692778408527374,0.33662277460098267,0.5853872299194336,1.4322636127471924,6,,,,,,,,,,,,,,,,,,
,111,,,,,,,,,,6,0.9670886397361755,0.906645655632019,0.7517337203025818,0.8777328133583069,0.9029850959777832,0.9547606110572815,0.9134521484375,0.9081321954727173,{'loss': 0.22766153514385223},,,,,,,,,
0.001,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,127,0.8660377860069275,0.8742856979370117,0.543749988079071,0.7909091711044312,0.9009009003639221,0.7220216393470764,0.81798255443573,0.8326224684715271,0.6398909091949463,7,,,,,,,,,,,,,,,,,,
,127,,,,,,,,,,7,0.9649715423583984,0.92327880859375,0.7936287522315979,0.8876839280128479,0.934295654296875,0.9635524153709412,0.92724609375,0.9249792695045471,{'loss': 0.22893457114696503},,,,,,,,,
0.001,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,0.9396227598190308,0.8527397513389587,0.643750011920929,0.7923077344894409,0.7972973585128784,0.8939394354820251,0.8530701994895935,0.8481999635696411,0.7894667983055115,8,,,,,,,,,,,,,,,,,,
,143,,,,,,,,,,8,0.9715070128440857,0.9248543381690979,0.7832409143447876,0.8969072699546814,0.9427861571311951,0.9698055982589722,0.9312744140625,0.9267407655715942,{'loss': 0.2435883730649948},,,,,,,,,
0.001,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,159,0.783018946647644,0.9041394591331482,0.8562499284744263,0.46917814016342163,0.7117117643356323,0.9813665151596069,0.778508722782135,0.8375554084777832,0.9269034266471863,9,,,,,,,,,,,,,,,,,,
,159,,,,,,,,,,9,0.9713019728660583,0.9365209341049194,0.813019335269928,0.900306761264801,0.9566949605941772,0.974151074886322,0.9398193359375,0.9371910095214844,{'loss': 0.15386278927326202},,,,,,,,,
0.001,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,175,0.9603772759437561,0.8483333587646484,0.5875000357627869,0.9690722227096558,0.8378377556800842,0.8651162385940552,0.8651314973831177,0.8502460718154907,0.8802707195281982,10,,,,,,,,,,,,,,,,,,
,175,,,,,,,,,,10,0.9776419401168823,0.949795126914978,0.864077627658844,0.9333333373069763,0.9616724252700806,0.9772382378578186,0.9537353515625,0.9519891738891602,{'loss': 0.1497735232114792},,,,,,,,,
0.001,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,191,0.8490566611289978,0.8687258362770081,0.7624999284744263,0.5865383744239807,0.7972973585128784,0.9516128897666931,0.8212719559669495,0.8505730628967285,0.7090682983398438,11,,,,,,,,,,,,,,,,,,
,191,,,,,,,,,,11,0.9774261116981506,0.9523124098777771,0.8717948198318481,0.9332343339920044,0.9581881165504456,0.9727134704589844,0.9541015625,0.9530221223831177,{'loss': 0.160604789853096},,,,,,,,,
0.001,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,207,0.9754716157913208,0.8338709473609924,0.550000011920929,0.9361701607704163,0.8333333730697632,0.9343433976173401,0.8662280440330505,0.843725323677063,1.3232710361480713,12,,,,,,,,,,,,,,,,,,
,207,,,,,,,,,,12,0.9738397002220154,0.9494036436080933,0.8622837662696838,0.9215975999832153,0.9631290435791016,0.9772496819496155,0.9515380859375,0.950833797454834,{'loss': 0.15805543959140778},,,,,,,,,
0.001,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,223,0.9792452454566956,0.8034056425094604,0.5875000357627869,0.8318585157394409,0.684684693813324,0.9934640526771545,0.8388157486915588,0.8153757452964783,1.948446273803711,13,,,,,,,,,,,,,,,,,,
,223,,,,,,,,,,13,0.9824857711791992,0.9635761976242065,0.9031142592430115,0.9525547623634338,0.9726095795631409,0.981407105922699,0.966064453125,0.965270459651947,{'loss': 0.11869737505912781},,,,,,,,,
,224,,,,,,,,,,14,,,,,,,,,,0.9535865187644958,0.8885393738746643,0.6853776574134827,0.8614982962608337,0.8894972801208496,0.9131323099136353,0.890625,0.8855258226394653,0.3297853171825409
,224,,,,,,,,,,14,,,,,,,,,,0.9037736654281616,0.8886827826499939,0.7437500357627869,0.7677419185638428,0.8558558821678162,0.8715596199035645,0.8640350699424744,0.876309871673584,0.5016096830368042
,224,,,,,,,,,,14,,,,,,,,,,0.7348970174789429,0.7863117456436157,0.8480662703514099,0.7249114513397217,0.706630289554596,0.7271028161048889,0.7506188750267029,0.8176155686378479,0.27466312050819397
