lr-Adam/pg1,lr-Adam/pg2,step,train_loss,train_acc_top1,train_acc_top5,train_acc_mean_pos,epoch
0.0,0.0,0,,,,,
,,0,7.361701488494873,0.009583334438502789,0.0208333358168602,381.31707763671875,0
,,1,7.422499656677246,0.007222222164273262,0.01944444514811039,390.7930603027344,0
,,2,7.36060094833374,0.009861110709607601,0.02222222276031971,381.9105529785156,0
,,3,7.398482322692871,0.0055555556900799274,0.01666666753590107,385.8143005371094,0
,,4,7.404717445373535,0.0069444440305233,0.017638888210058212,387.45404052734375,0
,,5,7.370355606079102,0.005138888489454985,0.01666666567325592,384.28045654296875,0
,,6,7.437973976135254,0.006527777761220932,0.017916668206453323,391.4501647949219,0
,,7,7.418351650238037,0.0055555556900799274,0.017083333805203438,393.04266357421875,0
,,8,7.365566253662109,0.005694444291293621,0.016805555671453476,380.8294372558594,0
,,9,7.411680698394775,0.008055555634200573,0.020000001415610313,389.67669677734375,0
,,10,7.378504276275635,0.009305555373430252,0.02291666716337204,384.7002868652344,0
,,11,7.353039741516113,0.005694444291293621,0.019305555149912834,381.41290283203125,0
0.00011111111111111112,0.00011111111111111112,12,,,,,
,,12,7.37678861618042,0.009027778171002865,0.023055557161569595,383.7223815917969,1
,,13,6.959080219268799,0.00763888843357563,0.02361111156642437,370.6101379394531,1
,,14,7.070577144622803,0.009861111640930176,0.027222219854593277,365.32708740234375,1
,,15,6.940957069396973,0.009305555373430252,0.024444444105029106,344.37957763671875,1
,,16,6.675032615661621,0.013611111789941788,0.042500000447034836,301.85345458984375,1
,,17,6.533119201660156,0.013055555522441864,0.04055555909872055,279.13525390625,1
,,18,6.471494674682617,0.014444444328546524,0.0416666679084301,268.84722900390625,1
,,19,6.439000129699707,0.014166667126119137,0.04138889163732529,264.08526611328125,1
,,20,6.312271595001221,0.019305557012557983,0.0498611144721508,236.69540405273438,1
,,21,6.227016925811768,0.022361110895872116,0.06291666626930237,218.7946014404297,1
,,22,6.167799949645996,0.018611112609505653,0.056805554777383804,206.30848693847656,1
,,23,6.064306735992432,0.023750001564621925,0.0684722289443016,188.07749938964844,1
0.00022222222222222223,0.00022222222222222223,24,,,,,
,,24,6.083426475524902,0.017083333805203438,0.05625000223517418,190.49696350097656,2
,,25,5.9877142906188965,0.021666666492819786,0.06958333402872086,175.4112548828125,2
,,26,5.83547830581665,0.029999997466802597,0.08819444477558136,149.99472045898438,2
,,27,5.795702934265137,0.037638891488313675,0.09430555254220963,143.8272247314453,2
,,28,5.770869255065918,0.028888890519738197,0.0925000011920929,139.56930541992188,2
,,29,5.7596235275268555,0.03361111134290695,0.09833332896232605,139.83334350585938,2
,,30,5.761111259460449,0.030138887465000153,0.09430555999279022,138.59681701660156,2
,,31,5.628393650054932,0.04374999925494194,0.11374999582767487,118.67166137695312,2
,,32,5.649170875549316,0.04611111059784889,0.12194444984197617,125.09194946289062,2
,,33,5.572665214538574,0.043888889253139496,0.1158333346247673,114.28764343261719,2
,,34,5.537075996398926,0.03791666775941849,0.11972222477197647,109.41860961914062,2
,,35,5.533501625061035,0.05861110985279083,0.14347222447395325,111.08111572265625,2
0.0003333333333333334,0.0003333333333333334,36,,,,,
,,36,5.465917110443115,0.04583333432674408,0.13472221791744232,101.66542053222656,3
,,37,5.527428150177002,0.057500001043081284,0.14791665971279144,112.83444213867188,3
,,38,5.4637532234191895,0.06222222000360489,0.16458332538604736,105.6388931274414,3
,,39,5.4285688400268555,0.056111112236976624,0.1574999988079071,101.43375396728516,3
,,40,5.427228927612305,0.05999999865889549,0.1584722250699997,103.80708312988281,3
,,41,5.261009693145752,0.07819445431232452,0.19944444298744202,87.67083740234375,3
,,42,5.350988864898682,0.06236111372709274,0.16111111640930176,95.90972900390625,3
,,43,5.250175476074219,0.07611110806465149,0.18763890862464905,87.773193359375,3
,,44,5.248898983001709,0.06986111402511597,0.18166667222976685,86.96375274658203,3
,,45,5.1621198654174805,0.07958333194255829,0.20277778804302216,79.07430267333984,3
,,46,5.184053897857666,0.07444444298744202,0.1947222352027893,82.28221893310547,3
,,47,5.210470199584961,0.07277777791023254,0.18763889372348785,86.18624877929688,3
0.00044444444444444447,0.00044444444444444447,48,,,,,
,,48,5.262908935546875,0.0823611170053482,0.20944444835186005,91.78666687011719,4
,,49,5.121903896331787,0.09097222238779068,0.22333332896232605,79.93846893310547,4
,,50,5.302427291870117,0.07666666805744171,0.19388888776302338,95.01486206054688,4
,,51,5.0843682289123535,0.08416666835546494,0.20750001072883606,76.75389099121094,4
,,52,5.125134468078613,0.08624999970197678,0.2241666615009308,82.58319854736328,4
,,53,5.040307521820068,0.10805556178092957,0.2398611158132553,77.0001449584961,4
,,54,4.950602054595947,0.08819444477558136,0.22083336114883423,68.2088851928711,4
,,55,4.998308181762695,0.0902777686715126,0.230138897895813,74.61360931396484,4
,,56,4.994300365447998,0.0962500050663948,0.23430557548999786,73.91792297363281,4
,,57,4.877371788024902,0.1054166629910469,0.2487500011920929,65.6209716796875,4
,,58,4.761672019958496,0.10430555790662766,0.26402777433395386,58.01555633544922,4
,,59,4.76660680770874,0.1066666692495346,0.26027780771255493,57.13888931274414,4
0.0005555555555555556,0.0005555555555555556,60,,,,,
,,60,4.782995223999023,0.11541666835546494,0.2673611044883728,59.758056640625,5
,,61,4.689697265625,0.11611111462116241,0.2745833396911621,54.242225646972656,5
,,62,4.658393383026123,0.126944437623024,0.2933333218097687,55.30666732788086,5
,,63,4.68239164352417,0.12611110508441925,0.29430556297302246,56.48707962036133,5
,,64,4.7355217933654785,0.11013888567686081,0.27541667222976685,60.22236633300781,5
,,65,4.715378761291504,0.12055555731058121,0.2887499928474426,57.97389221191406,5
,,66,4.491792678833008,0.14527776837348938,0.32902777194976807,46.96611404418945,5
,,67,4.581960678100586,0.1304166615009308,0.3040277659893036,50.795413970947266,5
,,68,4.585452556610107,0.13361111283302307,0.3111111521720886,53.314029693603516,5
,,69,4.464798927307129,0.1369444578886032,0.320972204208374,45.72958755493164,5
,,70,4.532751560211182,0.1470833420753479,0.30736109614372253,49.45777893066406,5
,,71,4.489975929260254,0.14416666328907013,0.3226388692855835,49.82611083984375,5
0.0006666666666666666,0.0006666666666666666,72,,,,,
,,72,4.385552406311035,0.15236112475395203,0.331805557012558,43.59388732910156,6
