lr-AdamW,step,train_loss,epoch,val_loss_step,val_loss_epoch
0.0005,0,,,,
,0,6.5694684982299805,0,,
,1,7.701738357543945,0,,
,2,6.057280540466309,0,,
,3,5.6796064376831055,0,,
,4,5.5080108642578125,0,,
,5,5.395066261291504,0,,
,6,5.223483562469482,0,,
,7,4.995760440826416,0,,
,8,4.975889205932617,0,,
,9,5.044533729553223,0,,
,10,4.912334442138672,0,,
,11,4.898618698120117,0,,
,12,4.693857192993164,0,,
,13,4.642606735229492,0,,
,14,4.5035529136657715,0,,
,15,4.4302167892456055,0,,
,16,4.472631454467773,0,,
,17,4.393324851989746,0,,
,18,4.298941612243652,0,,
,19,4.256778717041016,0,,
,20,4.157479286193848,0,,
,21,4.034899711608887,0,,
,22,4.02644157409668,0,,
,23,4.4568986892700195,0,,
,24,4.057205677032471,0,,
,25,3.914124011993408,0,,
,26,3.9741744995117188,0,,
,27,3.9177141189575195,0,,
,28,3.690816879272461,0,,
,29,3.6183433532714844,0,,
,30,3.6559219360351562,0,,
,31,3.576847553253174,0,,
,32,3.400068759918213,0,,
,33,3.4407615661621094,0,,
,34,3.2804431915283203,0,,
,35,3.277977466583252,0,,
,36,3.211456537246704,0,,
,37,3.1548714637756348,0,,
,38,2.983832836151123,0,,
,0,,,5.451588153839111,
,1,,,5.360479354858398,
,2,,,5.698342323303223,
,3,,,5.753688812255859,
,4,,,5.972071647644043,
,5,,,5.322742462158203,
,6,,,5.764375686645508,
,7,,,5.696861267089844,
,8,,,5.065671920776367,
,9,,,5.069833278656006,
,10,,,4.898219585418701,
,11,,,4.348465919494629,
,38,,0,,5.403191566467285
0.0004999996977434274,39,,,,
,39,2.911376953125,1,,
,40,2.9117820262908936,1,,
,41,2.664492607116699,1,,
,42,2.7278831005096436,1,,
,43,2.5987730026245117,1,,
,44,2.5532708168029785,1,,
,45,2.5544488430023193,1,,
,46,2.4247143268585205,1,,
,47,2.379258871078491,1,,
,48,2.3061270713806152,1,,
,49,2.177340507507324,1,,
,50,2.213192939758301,1,,
,51,2.0435314178466797,1,,
,52,2.109524965286255,1,,
,53,2.0387516021728516,1,,
,54,1.9287018775939941,1,,
,55,1.7935891151428223,1,,
,56,1.8373510837554932,1,,
,57,1.7436619997024536,1,,
,58,1.6483137607574463,1,,
,59,1.6458549499511719,1,,
,60,1.547597050666809,1,,
,61,1.5059306621551514,1,,
,62,1.4642837047576904,1,,
,63,1.438628911972046,1,,
,64,1.4030653238296509,1,,
,65,1.3924448490142822,1,,
,66,1.4363999366760254,1,,
,67,1.3039171695709229,1,,
,68,1.324470043182373,1,,
,69,1.2549808025360107,1,,
,70,1.3787013292312622,1,,
,71,1.2201852798461914,1,,
,72,1.2826597690582275,1,,
,73,1.1427721977233887,1,,
,74,1.1935069561004639,1,,
,75,1.0956307649612427,1,,
,76,1.0954961776733398,1,,
,77,1.0684261322021484,1,,
,12,,,1.9207139015197754,
,13,,,1.7980363368988037,
,14,,,1.816411018371582,
,15,,,1.9125884771347046,
,16,,,1.9713352918624878,
,17,,,1.7648628950119019,
,18,,,1.9430656433105469,
,19,,,1.8883436918258667,
,20,,,2.1625514030456543,
,21,,,1.9932363033294678,
,22,,,1.973874568939209,
,23,,,1.905650019645691,
,77,,1,,1.921432614326477
0.0004999987909744553,78,,,,
,78,1.0303852558135986,2,,
,79,1.087460994720459,2,,
,80,0.9699654579162598,2,,
,81,0.9600412845611572,2,,
,82,0.9730245471000671,2,,
,83,0.9537026882171631,2,,
,84,0.9013592004776001,2,,
,85,0.9653658866882324,2,,
,86,0.9053532481193542,2,,
,87,0.8167226314544678,2,,
,88,0.797167181968689,2,,
,89,0.7844674587249756,2,,
,90,0.8064979314804077,2,,
,91,0.733575701713562,2,,
,92,0.7761760950088501,2,,
,93,0.6981714963912964,2,,
,94,0.7250890731811523,2,,
,95,0.7110657691955566,2,,
,96,0.7501908540725708,2,,
,97,0.6467688083648682,2,,
,98,0.6536409854888916,2,,
,99,0.6569476127624512,2,,
,100,0.6918169260025024,2,,
,101,0.6733129024505615,2,,
,102,0.6394888162612915,2,,
,103,0.6117089986801147,2,,
,104,0.6145209074020386,2,,
,105,0.5970849990844727,2,,
,106,0.5534252524375916,2,,
,107,0.5950933694839478,2,,
,108,0.509293794631958,2,,
,109,0.5507245659828186,2,,
,110,0.5119702816009521,2,,
,111,0.560698390007019,2,,
,112,0.4967001974582672,2,,
,113,0.6010094881057739,2,,
,114,0.4650775194168091,2,,
,115,0.5538556575775146,2,,
,116,0.4972291588783264,2,,
,24,,,0.9466339945793152,
,25,,,0.8954253196716309,
,26,,,0.8517336845397949,
,27,,,0.8885717391967773,
,28,,,0.8100815415382385,
,29,,,0.8181709051132202,
,30,,,0.8757667541503906,
,31,,,0.7695590853691101,
,32,,,0.9333285093307495,
,33,,,0.9751547574996948,
,34,,,0.8331775069236755,
,35,,,0.9534547328948975,
,116,,2,,0.8766079545021057
0.0004999972796953211,117,,,,
,117,0.4350236654281616,3,,
,118,0.478312611579895,3,,
,119,0.501502275466919,3,,
,120,0.46849900484085083,3,,
,121,0.407793253660202,3,,
,122,0.4888959527015686,3,,
,123,0.4279218912124634,3,,
,124,0.43025457859039307,3,,
,125,0.42419934272766113,3,,
,126,0.413656085729599,3,,
,127,0.3841751217842102,3,,
,128,0.38332173228263855,3,,
,129,0.3602070212364197,3,,
,130,0.353463351726532,3,,
,131,0.37401580810546875,3,,
,132,0.44316262006759644,3,,
,133,0.4195536971092224,3,,
,134,0.42660653591156006,3,,
,135,0.37228649854660034,3,,
,136,0.34439587593078613,3,,
,137,0.3446965515613556,3,,
,138,0.38654181361198425,3,,
,139,0.3632826805114746,3,,
,140,0.3077177405357361,3,,
,141,0.34990790486335754,3,,
,142,0.39204955101013184,3,,
,143,0.34994229674339294,3,,
,144,0.31465357542037964,3,,
,145,0.34064793586730957,3,,
,146,0.28978636860847473,3,,
,147,0.31206560134887695,3,,
,148,0.3253641128540039,3,,
,149,0.2796142101287842,3,,
,150,0.3122323751449585,3,,
,151,0.31852954626083374,3,,
,152,0.27492910623550415,3,,
,153,0.3041897118091583,3,,
,154,0.2875027656555176,3,,
,155,0.2539618909358978,3,,
,36,,,0.47740066051483154,
,37,,,0.4625280797481537,
,38,,,0.46687906980514526,
,39,,,0.5174440145492554,
,40,,,0.461491197347641,
,41,,,0.45036402344703674,
,42,,,0.42308980226516724,
,43,,,0.45591360330581665,
,44,,,0.5185350775718689,
,45,,,0.527012288570404,
,46,,,0.5211635231971741,
,47,,,0.5214196443557739,
,155,,3,,0.48225438594818115
0.0004999951639097536,156,,,,
,156,0.2531236410140991,4,,
,157,0.2293122410774231,4,,
,158,0.2622503340244293,4,,
,159,0.27950218319892883,4,,
,160,0.2512052655220032,4,,
,161,0.2612733244895935,4,,
,162,0.23504537343978882,4,,
,163,0.2663397789001465,4,,
,164,0.21376465260982513,4,,
,165,0.24676969647407532,4,,
,166,0.22693508863449097,4,,
,167,0.23781907558441162,4,,
,168,0.23923614621162415,4,,
,169,0.23789870738983154,4,,
,170,0.22009289264678955,4,,
,171,0.21700158715248108,4,,
,172,0.21532979607582092,4,,
,173,0.20710787177085876,4,,
,174,0.22228381037712097,4,,
,175,0.20696783065795898,4,,
,176,0.19597744941711426,4,,
,177,0.19558501243591309,4,,
,178,0.20612004399299622,4,,
,179,0.21379674971103668,4,,
,180,0.18921911716461182,4,,
,181,0.17455153167247772,4,,
,182,0.18927443027496338,4,,
,183,0.19247309863567352,4,,
,184,0.19136688113212585,4,,
,185,0.2053629606962204,4,,
,186,0.18589654564857483,4,,
,187,0.1946294903755188,4,,
,188,0.2098957896232605,4,,
,189,0.1772610992193222,4,,
,190,0.18222111463546753,4,,
,191,0.16144844889640808,4,,
,192,0.1701996922492981,4,,
,193,0.17757552862167358,4,,
,194,0.17558443546295166,4,,
,48,,,0.3543756902217865,
,49,,,0.3580455183982849,
,50,,,0.30866891145706177,
,51,,,0.2784813642501831,
,52,,,0.3075498938560486,
,53,,,0.28359490633010864,
,54,,,0.28086334466934204,
,55,,,0.311371386051178,
,56,,,0.38586151599884033,
,57,,,0.419921338558197,
,58,,,0.4091768264770508,
,59,,,0.4154091477394104,
,194,,4,,0.34018561244010925
0.0004999924436229736,195,,,,
,195,0.1906757950782776,5,,
,196,0.16050103306770325,5,,
,197,0.17618346214294434,5,,
,198,0.14615201950073242,5,,
,199,0.14388412237167358,5,,
,200,0.1718738079071045,5,,
,201,0.15933707356452942,5,,
,202,0.16185098886489868,5,,
,203,0.1660369634628296,5,,
,204,0.16087597608566284,5,,
,205,0.16869623959064484,5,,
,206,0.1519220471382141,5,,
,207,0.15242181718349457,5,,
,208,0.15267044305801392,5,,
,209,0.15223000943660736,5,,
,210,0.13351894915103912,5,,
,211,0.15023712813854218,5,,
,212,0.14968568086624146,5,,
,213,0.15091288089752197,5,,
,214,0.16729497909545898,5,,
,215,0.14609043300151825,5,,
,216,0.14610160887241364,5,,
,217,0.13402938842773438,5,,
,218,0.13605067133903503,5,,
,219,0.14306752383708954,5,,
,220,0.14504265785217285,5,,
,221,0.130233496427536,5,,
,222,0.15362030267715454,5,,
,223,0.14015652239322662,5,,
,224,0.16840039193630219,5,,
,225,0.16640056669712067,5,,
,226,0.13435667753219604,5,,
,227,0.15555733442306519,5,,
,228,0.1619986891746521,5,,
,229,0.13702666759490967,5,,
,230,0.13648605346679688,5,,
,231,0.15043269097805023,5,,
,232,0.1384180337190628,5,,
,233,0.14258158206939697,5,,
,60,,,0.32507818937301636,
,61,,,0.2995936870574951,
,62,,,0.22940242290496826,
,63,,,0.24370111525058746,
,64,,,0.2813206911087036,
,65,,,0.23300069570541382,
,66,,,0.25300413370132446,
,67,,,0.27546846866607666,
,68,,,0.3962235450744629,
,69,,,0.344824880361557,
,70,,,0.3449530601501465,
,71,,,0.36042118072509766,
,233,,5,,0.2967219352722168
0.0004999891188416928,234,,,,
,234,0.15338675677776337,6,,
,235,0.12836116552352905,6,,
,236,0.13045227527618408,6,,
,237,0.12793967127799988,6,,
,238,0.13734170794487,6,,
,239,0.13578204810619354,6,,
,240,0.1400304138660431,6,,
,241,0.12622731924057007,6,,
,242,0.1442318856716156,6,,
,243,0.13843630254268646,6,,
,244,0.11434658616781235,6,,
,245,0.13469910621643066,6,,
,246,0.09959595650434494,6,,
,247,0.13070355355739594,6,,
,248,0.11928069591522217,6,,
,249,0.12648925185203552,6,,
,250,0.1349395513534546,6,,
,251,0.1203249841928482,6,,
,252,0.12005257606506348,6,,
,253,0.13488131761550903,6,,
,254,0.11983874440193176,6,,
,255,0.12455190718173981,6,,
,256,0.12170876562595367,6,,
,257,0.11887868493795395,6,,
,258,0.10744240880012512,6,,
,259,0.12983909249305725,6,,
,260,0.12482576072216034,6,,
,261,0.1054941937327385,6,,
,262,0.1114262044429779,6,,
,263,0.11983723193407059,6,,
,264,0.12009754776954651,6,,
,265,0.09957779943943024,6,,
,266,0.09854161739349365,6,,
,267,0.11027713119983673,6,,
,268,0.10123251378536224,6,,
,269,0.10686692595481873,6,,
,270,0.1211116760969162,6,,
,271,0.1083289235830307,6,,
,272,0.10801272094249725,6,,
,72,,,0.31002768874168396,
,73,,,0.24011772871017456,
,74,,,0.1773877739906311,
,75,,,0.17810481786727905,
,76,,,0.19904303550720215,
,77,,,0.177813321352005,
,78,,,0.18685245513916016,
,79,,,0.20110490918159485,
,80,,,0.3317800760269165,
,81,,,0.3552820086479187,
,82,,,0.3655382990837097,
,83,,,0.3405612111091614,
,272,,6,,0.25225961208343506
0.000499985189574115,273,,,,
,273,0.10486262291669846,7,,
,274,0.10602669417858124,7,,
,275,0.11875662207603455,7,,
,276,0.11835244297981262,7,,
,277,0.10432790219783783,7,,
,278,0.10101667046546936,7,,
,279,0.11643868684768677,7,,
,280,0.08624240010976791,7,,
,281,0.13093158602714539,7,,
,282,0.10850083827972412,7,,
,283,0.0952148362994194,7,,
,284,0.10323795676231384,7,,
,285,0.11007212102413177,7,,
,286,0.1028134822845459,7,,
,287,0.10842907428741455,7,,
,288,0.09969253093004227,7,,
,289,0.0935201346874237,7,,
,290,0.09016743302345276,7,,
,291,0.09975433349609375,7,,
,292,0.09799028933048248,7,,
,293,0.09232786297798157,7,,
,294,0.10878081619739532,7,,
,295,0.09650221467018127,7,,
,296,0.09155315160751343,7,,
,297,0.09279929101467133,7,,
,298,0.10746695846319199,7,,
,299,0.08963802456855774,7,,
,300,0.08255071938037872,7,,
,301,0.11487734317779541,7,,
,302,0.09362588822841644,7,,
,303,0.08134612441062927,7,,
,304,0.0996154248714447,7,,
,305,0.0981663316488266,7,,
,306,0.07985586673021317,7,,
,307,0.11037701368331909,7,,
,308,0.08768196403980255,7,,
,309,0.10086540877819061,7,,
,310,0.08282463997602463,7,,
,311,0.10741208493709564,7,,
,84,,,0.27636638283729553,
,85,,,0.24364802241325378,
,86,,,0.14324620366096497,
,87,,,0.15858864784240723,
,88,,,0.16561377048492432,
,89,,,0.15674060583114624,
,90,,,0.14871524274349213,
,91,,,0.1635734736919403,
,92,,,0.2778686285018921,
,93,,,0.2851976752281189,
,94,,,0.3051337003707886,
,95,,,0.30759352445602417,
,311,,7,,0.21620947122573853
0.0004999806558299351,312,,,,
,312,0.09399937093257904,8,,
,313,0.10114383697509766,8,,
,314,0.08246946334838867,8,,
,315,0.08962614834308624,8,,
,316,0.09166818112134933,8,,
,317,0.09383835643529892,8,,
,318,0.0981125682592392,8,,
,319,0.08129557222127914,8,,
,320,0.08829062432050705,8,,
,321,0.10687321424484253,8,,
,322,0.07912622392177582,8,,
,323,0.08742696046829224,8,,
,324,0.09140977263450623,8,,
,325,0.10199452936649323,8,,
,326,0.0795733630657196,8,,
,327,0.09480783343315125,8,,
,328,0.08042528480291367,8,,
,329,0.08608892560005188,8,,
,330,0.08408266305923462,8,,
,331,0.07747003436088562,8,,
,332,0.08232556283473969,8,,
,333,0.08391615748405457,8,,
,334,0.08419468998908997,8,,
,335,0.09248875081539154,8,,
,336,0.07300339639186859,8,,
,337,0.07384704798460007,8,,
,338,0.08182991296052933,8,,
,339,0.06733311712741852,8,,
,340,0.08553275465965271,8,,
,341,0.09232929348945618,8,,
,342,0.09216590225696564,8,,
,343,0.07130937278270721,8,,
,344,0.07680024206638336,8,,
,345,0.079827681183815,8,,
,346,0.08216720819473267,8,,
,347,0.08752602338790894,8,,
,348,0.08491075038909912,8,,
,349,0.07773005962371826,8,,
,350,0.08533935248851776,8,,
,96,,,0.2407652735710144,
,97,,,0.21807342767715454,
,98,,,0.15036547183990479,
,99,,,0.14608514308929443,
,100,,,0.17014920711517334,
,101,,,0.14624476432800293,
,102,,,0.1614970862865448,
,103,,,0.15884818136692047,
,104,,,0.25658518075942993,
,105,,,0.2493686079978943,
,106,,,0.25853997468948364,
,107,,,0.2895656228065491,
,350,,8,,0.20078258216381073
0.0004999755176203398,351,,,,
,351,0.08323998749256134,9,,
,352,0.07392847537994385,9,,
,353,0.0810185968875885,9,,
,354,0.07772725075483322,9,,
,355,0.06812160462141037,9,,
,356,0.08006840199232101,9,,
,357,0.07307952642440796,9,,
,358,0.07058832794427872,9,,
,359,0.07090465724468231,9,,
,360,0.06627590954303741,9,,
,361,0.06695564836263657,9,,
,362,0.078447625041008,9,,
,363,0.08203244209289551,9,,
,364,0.07549143582582474,9,,
,365,0.06999858468770981,9,,
,366,0.06884375959634781,9,,
,367,0.06846357882022858,9,,
,368,0.06910024583339691,9,,
,369,0.0718679279088974,9,,
,370,0.0831807553768158,9,,
,371,0.07618434727191925,9,,
,372,0.06470025330781937,9,,
,373,0.07495737075805664,9,,
,374,0.06505250930786133,9,,
,375,0.08582127094268799,9,,
,376,0.06340949237346649,9,,
,377,0.05915161222219467,9,,
,378,0.06900747120380402,9,,
,379,0.06393244862556458,9,,
,380,0.08029622584581375,9,,
,381,0.06775647401809692,9,,
,382,0.07287323474884033,9,,
,383,0.06645764410495758,9,,
,384,0.07079364359378815,9,,
,385,0.07015306502580643,9,,
,386,0.06844066828489304,9,,
,387,0.09417503327131271,9,,
,388,0.06821812689304352,9,,
,389,0.07031521946191788,9,,
,108,,,0.21795955300331116,
,109,,,0.1869584321975708,
,110,,,0.1245778352022171,
,111,,,0.12288153171539307,
,112,,,0.13368389010429382,
,113,,,0.11442871391773224,
,114,,,0.12572968006134033,
,115,,,0.13617920875549316,
,116,,,0.2618487477302551,
,117,,,0.26385051012039185,
,118,,,0.3058895468711853,
,119,,,0.24663373827934265,
,389,,9,,0.18458108603954315
0.000499969774958007,390,,,,
,390,0.08942270278930664,10,,
,391,0.06927057355642319,10,,
,392,0.059624165296554565,10,,
,393,0.08094890415668488,10,,
,394,0.07940202951431274,10,,
,395,0.056054726243019104,10,,
,396,0.07798409461975098,10,,
,397,0.07582777738571167,10,,
,398,0.07598221302032471,10,,
,399,0.06999571621417999,10,,
,400,0.0698975920677185,10,,
,401,0.06549932062625885,10,,
,402,0.07607164233922958,10,,
,403,0.06806259602308273,10,,
,404,0.06680130213499069,10,,
,405,0.06990062445402145,10,,
,406,0.0757189393043518,10,,
,407,0.06817008554935455,10,,
,408,0.06539501249790192,10,,
,409,0.07328552007675171,10,,
,410,0.07393372058868408,10,,
,411,0.06000203639268875,10,,
,412,0.06533201783895493,10,,
,413,0.061952993273735046,10,,
,414,0.06371363252401352,10,,
,415,0.061346814036369324,10,,
,416,0.06657180190086365,10,,
,417,0.06466879695653915,10,,
,418,0.052172861993312836,10,,
,419,0.06947095692157745,10,,
,420,0.07425194978713989,10,,
,421,0.06185747683048248,10,,
,422,0.06713405251502991,10,,
,423,0.05842515826225281,10,,
,424,0.06437614560127258,10,,
,425,0.06117549538612366,10,,
,426,0.05913218855857849,10,,
,427,0.06933218240737915,10,,
,428,0.06291349232196808,10,,
,120,,,0.23558548092842102,
,121,,,0.2141437530517578,
,122,,,0.12516164779663086,
,123,,,0.12580853700637817,
,124,,,0.1462147980928421,
,125,,,0.11836546659469604,
,126,,,0.13417097926139832,
,127,,,0.12188978493213654,
,128,,,0.23752963542938232,
,129,,,0.2337060421705246,
,130,,,0.2349959909915924,
,131,,,0.2620032727718353,
,428,,10,,0.1796272099018097
0.0004999634278571063,429,,,,
,429,0.060592301189899445,11,,
,430,0.05906596779823303,11,,
,431,0.06091907620429993,11,,
,432,0.07277721166610718,11,,
,433,0.07011681795120239,11,,
,434,0.06097058206796646,11,,
,435,0.05731421709060669,11,,
,436,0.0639837458729744,11,,
,437,0.06158321350812912,11,,
,438,0.05400078743696213,11,,
,439,0.058681782335042953,11,,
,440,0.06761851906776428,11,,
,441,0.0463055782020092,11,,
,442,0.06906694918870926,11,,
,443,0.06856022030115128,11,,
,444,0.06251706928014755,11,,
,445,0.05333417281508446,11,,
,446,0.06293173879384995,11,,
,447,0.05066467821598053,11,,
,448,0.05239100009202957,11,,
,449,0.05859123542904854,11,,
,450,0.05354929715394974,11,,
,451,0.06072045862674713,11,,
,452,0.05593135952949524,11,,
,453,0.05365576967597008,11,,
,454,0.062229882925748825,11,,
,455,0.046643540263175964,11,,
,456,0.05000821501016617,11,,
,457,0.06203305721282959,11,,
,458,0.05604313313961029,11,,
,459,0.05184951052069664,11,,
,460,0.056019775569438934,11,,
,461,0.05990970879793167,11,,
,462,0.05489678680896759,11,,
,463,0.04936107620596886,11,,
,464,0.061421044170856476,11,,
,465,0.06166951358318329,11,,
,466,0.05259028822183609,11,,
,467,0.053322501480579376,11,,
,132,,,0.20157095789909363,
,133,,,0.17849129438400269,
,134,,,0.1344323754310608,
,135,,,0.12429342418909073,
,136,,,0.13941580057144165,
,137,,,0.10677792131900787,
,138,,,0.11537987738847733,
,139,,,0.1308714747428894,
,140,,,0.2012329250574112,
,141,,,0.21633775532245636,
,142,,,0.2304072380065918,
,143,,,0.2475700080394745,
,467,,11,,0.16609196364879608
0.0004999564763332983,468,,,,
,468,0.051049645990133286,12,,
,469,0.05355198681354523,12,,
,470,0.04946880787611008,12,,
,471,0.059004321694374084,12,,
,472,0.05158739164471626,12,,
