lr-AdamW,step,val_accuracy_NORMAL,val_accuracy_AMD,val_accuracy_DME,val_loss,epoch,train_accuracy_NORMAL,train_accuracy_AMD,train_accuracy_DME,train_loss,test_accuracy_NORMAL,test_accuracy_AMD,test_accuracy_DME,test_loss
0.001,0,,,,,,,,,,,,,
,83,0.6278924345970154,0.43106797337532043,0.6423149704933167,0.8609679341316223,0,,,,,,,,
,83,,,,,0,0.5027973055839539,0.5401595234870911,0.6403940916061401,{'loss': 0.9069399833679199},,,,
0.001,84,,,,,,,,,,,,,
,167,0.5078173875808716,0.6582524180412292,0.622390866279602,0.9317532777786255,1,,,,,,,,
,167,,,,,1,0.5297747254371643,0.6174334287643433,0.7159968018531799,{'loss': 0.8944675922393799},,,,
0.001,168,,,,,,,,,,,,,
,251,0.6535334587097168,0.5598705410957336,0.6024668216705322,0.974781334400177,2,,,,,,,,
,251,,,,,2,0.526610255241394,0.6336746215820312,0.7252366542816162,{'loss': 0.8844201564788818},,,,
0.001,252,,,,,,,,,,,,,
,335,0.5397123098373413,0.6660194396972656,0.6290322542190552,0.8792997598648071,3,,,,,,,,
,335,,,,,3,0.5362423062324524,0.6438531875610352,0.7240644693374634,{'loss': 0.8014614582061768},,,,
0.001,336,,,,,,,,,,,,,
,419,0.6522826552391052,0.49579286575317383,0.6783681511878967,0.7669564485549927,4,,,,,,,,
,419,,,,,4,0.5364523530006409,0.6503844857215881,0.7269097566604614,{'loss': 0.7879891395568848},,,,
0.001,420,,,,,,,,,,,,,
,503,0.5415884852409363,0.5889967679977417,0.6907020807266235,0.7599153518676758,5,,,,,,,,
,503,,,,,5,0.5517241358757019,0.6479533910751343,0.7269579172134399,{'loss': 0.7648121118545532},,,,
0.001,504,,,,,,,,,,,,,
,587,0.6910569071769714,0.5754045248031616,0.607210636138916,0.9517229795455933,6,,,,,,,,
,587,,,,,6,0.5512341856956482,0.6575947403907776,0.7293162941932678,{'loss': 0.783820629119873},,,,
0.001,588,,,,,,,,,,,,,
,671,0.6128830313682556,0.6854369044303894,0.6091081500053406,0.9136271476745605,7,,,,,,,,
,671,,,,,7,0.5652859210968018,0.6587278842926025,0.7309381365776062,{'loss': 0.7633010149002075},,,,
0.001,672,,,,,,,,,,,,,
,755,0.6153846383094788,0.6511327028274536,0.6062618494033813,0.9967035055160522,8,,,,,,,,
,755,,,,,8,0.5574029088020325,0.6601623892784119,0.7299493551254272,{'loss': 0.7800873517990112},,,,
0.001,756,,,,,,,,,,,,,
,839,0.6016260385513306,0.583818793296814,0.6783681511878967,0.7876272797584534,9,,,,,,,,
,839,,,,,9,0.5656725168228149,0.6665716767311096,0.7313631772994995,{'loss': 0.8124762773513794},,,,
0.001,840,,,,,,,,,,,,,
,923,0.6866791844367981,0.552750825881958,0.651802659034729,0.832298755645752,10,,,,,,,,
,923,,,,,10,0.5625806450843811,0.6682342886924744,0.7318956255912781,{'loss': 0.726978600025177},,,,
0.001,924,,,,,,,,,,,,,
,1007,0.6966854333877563,0.566990315914154,0.6252371668815613,0.9201515913009644,11,,,,,,,,
,1007,,,,,11,0.5688073635101318,0.6640090942382812,0.7326759099960327,{'loss': 0.8158131837844849},,,,
0.001,1008,,,,,,,,,,,,,
,1091,0.5009380578994751,0.7805825471878052,0.5759013295173645,1.0743613243103027,12,,,,,,,,
,1091,,,,,12,0.5662028193473816,0.6682801842689514,0.7303236126899719,{'loss': 0.721564769744873},,,,
0.001,1092,,,,,,,,,,,,,
,1175,0.5340837836265564,0.6860841512680054,0.6612903475761414,0.7941045165061951,13,,,,,,,,
,1175,,,,,13,0.5765313506126404,0.6678057909011841,0.7312915921211243,{'loss': 0.686551034450531},,,,
0.001,1176,,,,,,,,,,,,,
,1259,0.6966854333877563,0.5902912616729736,0.5844402313232422,1.0174866914749146,14,,,,,,,,
,1259,,,,,14,0.570302426815033,0.6697548627853394,0.7377179861068726,{'loss': 0.7408608198165894},,,,
0.001,1260,,,,,,,,,,,,,
,1343,0.531582236289978,0.6543689370155334,0.6831119656562805,0.7954052686691284,15,,,,,,,,
,1343,,,,,15,0.5735821723937988,0.6778743267059326,0.7269946932792664,{'loss': 0.8226029872894287},,,,
,1344,,,,,16,,,,,0.5022222399711609,0.6450049877166748,0.78407883644104,0.7841293811798096
,1344,,,,,16,,,,,0.5415884852409363,0.5889967679977417,0.6907020807266235,0.7599153518676758
,1344,,,,,16,,,,,0.5049715638160706,0.22268326580524445,0.7438691854476929,0.333793580532074
